simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
0.0	2.350674409501741	1.4001710056220982	1.1498133950334724	299.3292420985183	1.1950233005530457	1.1949931504202533	-0.6944887584499638	0.4938051714624787
1.0	3.7716971896851064	0.6567589445458046	0.032334048028776985	484.95492608099715	2.0405533010005272	1.2654238883478452	-0.4735450708598989	-0.4284524802459485
2.0	1.9097831803000027	0.09511015137771595	0.6784976486603885	145.61457009902097	1.7648161184029743	1.1743673258150522	-0.27656616111115395	-0.18132182656301293
3.0	2.8620099527953498	0.8929903036085074	0.31364684357159583	257.1172192068058	1.740518211077553	1.058063015899997	0.28658981836298136	-0.4458507347628509
4.0	0.40963743124504354	1.3945679749492847	1.516811250589006	404.19867405823055	1.3807672114667133	1.12209014250798	0.42351872210511554	-0.08164868781811907
5.0	0.7670438288096874	0.0044836413162634425	0.054017362651693795	454.66020103939104	1.3234749770000211	1.8281528554424775	-0.2416297515702357	0.026297663190927745
6.0	3.430483902096274	-0.9462903944596011	1.5230199718093658	387.5664116805573	2.1743736769552364	2.1185341880345607	0.26936862479959345	0.5690396807656453
7.0	0.5566531281131623	-0.9121948909675138	0.07104285929156476	162.66516538163216	1.4858466121118525	1.3391862897173699	0.6815355610001534	-0.19430058474480522
8.0	1.7636027297176073	0.15007412394801212	0.22136325494677478	401.09849037701986	1.0931883045997135	2.2336086707506464	0.5806661769388097	-0.40777082843695917
9.0	0.03628299549692569	0.9857797080432036	1.1103289192838341	364.50358402049363	1.9640879333574321	1.0925558146676129	-0.15814799785805533	-0.5196763720275541
10.0	5.414824986714983	0.3970247690553821	0.5197734019822278	31.779175143011816	1.3887279021445778	1.406479152533434	0.5045337673892749	0.18499720300834188
11.0	5.56603277416452	-0.06586788747927308	0.1878582022256898	356.6223936114975	1.9509813107711218	1.7015964969618702	0.578385005051046	-0.009189963327723816
12.0	3.280103150856743	-0.20274096913249662	0.03992827091995864	53.945713496652225	1.0392864821084178	1.7955130140797255	-0.23690719894463375	0.010767579600834187
13.0	5.693686441082708	-0.7488642618064962	0.6446279880837199	377.7755692715243	1.285997706864528	1.0962248872859912	-0.2808392795488933	-0.4584165937291677
14.0	5.832487824943793	0.9632880108513673	0.9949482941046622	435.73029509385884	2.004590096123893	1.2332125736075448	0.7954906344467425	0.05233242594465437
15.0	5.065718452051587	1.2328156126885266	0.4995186903938166	55.02596226383838	1.284918953177427	1.5338847357828205	0.662389799832044	0.486449547068607
16.0	0.04525169278804498	0.05218861614174308	0.6556676705098751	111.05390523536512	1.1498317091671035	1.422018964254535	0.8853932423931326	-0.23961897024436968
17.0	3.25537858059609	0.6412755350578729	0.5711880437312837	485.89104136048036	2.203059118677639	1.3147278697817053	0.08965257448611574	-0.26977408004376485
18.0	1.7881001184296583	-1.3996371079458565	0.9575014167607995	251.33951161443073	1.0643484390624867	1.3483080802957643	0.8235357260700564	-0.35259758026128585
19.0	0.9103951145168617	-0.013054158344559363	1.5482561128206533	121.02763575575021	1.8401694342573482	1.952024519160897	-0.37389013718820174	0.30745519459200243
20.0	2.3082962311841633	0.42462280695478727	0.9951461425786466	267.88734203737926	1.1128622125680103	2.0441281194865475	-0.22543681554052897	-0.42424622638262804
21.0	0.25738141530317243	0.29774092164595234	1.0643156107489853	8.293914463928076	1.6401163228741011	1.2831197189974224	0.3537755663108575	-0.4406607191075197
