simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
0.0	2.350674409501741	1.4001710056220982	1.1498133950334724	299.3292420985183	1.1950233005530457	1.1949931504202533	-0.6944887584499638	0.4938051714624787
1.0	3.7716971896851064	0.6567589445458046	0.032334048028776985	484.95492608099715	2.0405533010005272	1.2654238883478452	-0.4735450708598989	-0.4284524802459485
2.0	1.9097831803000027	0.09511015137771595	0.6784976486603885	145.61457009902097	1.7648161184029743	1.1743673258150522	-0.27656616111115395	-0.18132182656301293
3.0	2.8620099527953498	0.8929903036085074	0.31364684357159583	257.1172192068058	1.740518211077553	1.058063015899997	0.28658981836298136	-0.4458507347628509
4.0	0.40963743124504354	1.3945679749492847	1.516811250589006	404.19867405823055	1.3807672114667133	1.12209014250798	0.42351872210511554	-0.08164868781811907
5.0	0.7670438288096874	0.0044836413162634425	0.054017362651693795	454.66020103939104	1.3234749770000211	1.8281528554424775	-0.2416297515702357	0.026297663190927745
6.0	3.430483902096274	-0.9462903944596011	1.5230199718093658	387.5664116805573	2.1743736769552364	2.1185341880345607	0.26936862479959345	0.5690396807656453
7.0	0.5566531281131623	-0.9121948909675138	0.07104285929156476	162.66516538163216	1.4858466121118525	1.3391862897173699	0.6815355610001534	-0.19430058474480522
8.0	1.7636027297176073	0.15007412394801212	0.22136325494677478	401.09849037701986	1.0931883045997135	2.2336086707506464	0.5806661769388097	-0.40777082843695917
9.0	0.03628299549692569	0.9857797080432036	1.1103289192838341	364.50358402049363	1.9640879333574321	1.0925558146676129	-0.15814799785805533	-0.5196763720275541
