mass_1 mass_2 chirp_mass mass_ratio luminosity_distance EOS
2.634559707738337 1.8598680755893267 1.9212294267642445 0.7059502466869305 299.6321181499898 4052
1.230594151056113 1.0708081657786226 0.9988433978945631 0.8701554162756585 108.04614700963788 4425
1.8964337371187174 1.251221349924822 1.3352594612378843 0.6597759391402849 334.63194008732575 4681
2.9109005030316233 1.239467764061581 1.6245767426767557 0.4258021745403902 100.24919038307533 4306
2.187106639380537 1.3587361039737864 1.4923103480684374 0.621248218769354 467.55422533814993 4645
1.8038827547380012 1.64765769239048 1.5005227515794743 0.9133951128823715 136.5448591647317 4896
2.0739348048490616 1.7560959985699975 1.6602196838612342 0.8467459991818808 234.0921387342566 4248
2.882811078642111 2.098451900585228 2.1358031700849933 0.7279186333547951 493.50942440684213 3985
1.8248329179469724 1.2602795295970766 1.3157088429607868 0.6906273539908265 103.33526840573643 4984
2.491932920969041 2.2809336670278673 2.0750737802043946 0.9153270731464465 300.656004642992 4974
2.8691946191181694 1.891123969748573 2.019113815219794 0.6591131731349055 419.1961118671101 4490
2.8741337919240943 2.206541627580674 2.1885031365515433 0.7677240474263033 276.53728326643574 4739
2.275648836129382 1.8727834723924834 1.7954730318724488 0.8229668139737559 426.4950896263612 4550
2.0714818034477864 1.4316879679612822 1.494119940021088 0.6911419475557895 332.54870489322155 4512
2.607116713568735 2.537505155807213 2.239080730164613 0.973299408730254 498.23298678660854 4713
2.662371989366077 1.176884730905897 1.5161849017975608 0.4420436872107112 361.65888695158077 3982
2.7948944025251024 1.5411627887617714 1.7910567660236871 0.5514207575675766 496.60562425517105 4683
2.353042962141887 1.6668499301151969 1.718988290523103 0.708380576527139 191.35199099338269 4827
2.317322113476177 1.4094392002720653 1.5636996379437258 0.6082189403344487 322.29092905835535 4424
2.1852950209314352 1.5666040426657117 1.60631739444265 0.7168844607525716 487.86862406223844 4909
2.106185403429388 1.284772713997686 1.4234075226559566 0.6099998185847075 102.01274173904108 4837
2.830045522533026 2.7767181688062186 2.4403531768976494 0.9811567152181083 222.7614041665356 4760
1.9973469322303532 1.9658405150350862 1.725012117810817 0.9842258664797482 463.8072398789083 4719
2.4905551116375366 1.1529963134026942 1.454016933376141 0.46294752042029724 353.30012696200424 4878
2.795329490392187 1.7598168158853122 1.9206127854549582 0.6295561299424521 351.3366890364996 4954
1.429354975146058 1.314435345347364 1.1930466125062082 0.9196003569463556 278.2294886642884 4672
2.5927599975191553 1.573317467171375 1.7474378599563005 0.60681184092503 462.9579884386867 4296
2.6647166785735497 1.766415129452496 1.8808032036706466 0.6628904091965515 353.1768711512939 4492
2.4341457530489654 2.238897455763457 2.031928913037827 0.9197877542702839 400.8763970103907 4469
2.108200652194708 1.787197257326239 1.688652526849706 0.8477358431066351 307.8228062809019 4531
2.4593413217435067 2.1758774618630845 2.013065457458927 0.8847399271608768 97.87375540817983 4961
2.3430891377982936 1.3223291666761 1.5200305756812627 0.5643529071705053 60.96404261042798 4888
2.3272379602440307 1.9980617007317696 1.8761457427829151 0.8585549629494079 302.5285674254598 3936
1.5496793527631711 1.3190605520226049 1.2438434186864524 0.8511828912675651 440.46097957873553 4255
2.9577727869776314 1.0120788702991026 1.4653880458342712 0.3421760030909219 362.7966531625053 4646
1.4727531958605447 1.447100161782648 1.270881130160872 0.9825815797582382 281.2755352187569 4734
2.373918629101918 1.3423242672057354 1.5416051188394804 0.5654466209372783 167.1392236155036 4836
2.364219475479051 2.2573883573050253 2.011026644519152 0.9548133668290761 491.1441683326575 4887
2.7874621368568917 2.747984924359871 2.4093697494038975 0.985837578930656 110.96087996569493 4544
2.101028901998115 1.7951158958081663 1.6896147563613997 0.8543984778605281 17.805149717667224 4792
1.820154123125753 1.2369654050793346 1.3014184117977394 0.6795937714082654 378.4475939791451 4265
2.767419138433164 1.16372977673244 1.5340953482276338 0.4205108509119119 199.5905277061959 4234
2.866645403538638 2.460060596411103 2.3104688759545464 0.8581670385093184 90.92766739662356 4918
2.7771802825337835 1.4237462627788815 1.7121940543238892 0.5126589266577662 491.0803879291746 4952
1.7874915158980318 1.1632955444996058 1.249605299213782 0.6507977991241926 188.7750031784055 4447
1.7221575806713865 1.3694794470721514 1.3351785414606352 0.7952114617399049 334.0076880013546 4366
2.75709447915612 2.4523961871879543 2.262904966819321 0.889485726995679 365.3345518164131 4039
2.8399250081850287 1.1272864539713736 1.5258351883821142 0.396942331477905 240.7473436496335 4652
2.5159766586122663 1.2428633197088192 1.520782897150599 0.4939884141828023 363.7708535276524 4664
1.6250332388515747 1.433147410614461 1.3280035621292625 0.8819188287048694 38.34391127391612 4691
2.7127519981076187 1.687923546641414 1.8524813664940087 0.6222181562556724 129.48265738172358 4823
1.1027984327154414 1.0882769299542028 0.9536958102515203 0.9868321332979391 41.05022993295188 4259
2.514862050826653 1.9210149052218501 1.9099897781631299 0.7638649223683657 446.1818570010248 4519
2.8234897649498403 1.4773549091565774 1.7597536829747396 0.5232372107369133 88.60848771186491 4670
2.897612485066242 1.975988224517775 2.0755098789854753 0.6819366753496723 279.3572682736979 4809
2.5915962389070346 2.361071746791692 2.1529704655782536 0.9110492257032435 321.50650235339236 4857
2.7193512010023566 2.041564041451785 2.047004958133766 0.7507540918948834 443.92881769773487 4489
1.53152155242311 1.2273602805361201 1.1920939574670202 0.8013992872605948 96.32884460528184 4958
2.34282292018389 1.4744337116517807 1.6094169025020377 0.6293406552194953 328.040547187807 4925
2.9289887652661655 1.9583021447972964 2.0765615349492106 0.6685932592231503 393.8455053847356 4846
2.8175537235393016 1.9064204621539096 2.00998601041854 0.6766225773182909 413.89032668802145 4900
1.4121853638396085 1.0946517376287432 1.080625927517574 0.7751473465583023 171.94076812074232 4476
2.354371524085855 1.2394037924627215 1.4721176033661751 0.5264265982591476 439.64795463421865 4090
2.5408923347413097 1.4943820028057615 1.684589626021848 0.5881327525661987 469.15167813239503 4774
2.7577277722330127 2.1696632517450363 2.1263895535855295 0.7867575884722648 130.57999795143326 4788
2.8854622734076947 1.418044736861773 1.739316819469872 0.49144455983029717 422.62725319515306 4512
1.2396421304377008 1.186635862143008 1.0557963747155084 0.9572406689050033 164.28402253765256 4757
1.989437641830937 1.234897679400956 1.3568403276275418 0.620727010203971 489.50750946909005 4484
2.9976804971213475 2.0476779279386292 2.149066181614639 0.6830874504154131 164.98897431495658 4663
2.3453775102551218 1.250353729382286 1.4763520977249285 0.533114061133074 423.13216709158723 4573
2.674418248324015 1.1995181264675134 1.5350099273415554 0.4485155331329416 316.67341547638205 4717
2.5533409604470467 2.5059671900985285 2.2020759270781007 0.9814463594630057 100.0224226253702 4995
2.7855405262231576 1.3919177828883793 1.6940702427707341 0.4996939623691796 84.44108271895551 4949
1.1425732506289359 1.0392550743262707 0.9484176083737456 0.9095741334345145 53.230189625067595 4684
2.852190711935948 2.6177352679593087 2.378298058727826 0.9177981181288186 278.2325793598142 4749
2.870789907383925 2.331453419128142 2.2497733080358726 0.8121295860527579 478.9033719997265 4569
