mass_1 mass_2 chirp_mass mass_ratio luminosity_distance EOS
1.7417446647435586 1.6197218402851046 1.4620061471363361 0.9299421855978989 438.2632453146256 4663
2.688240394596507 2.6839569840535944 2.338383835106297 0.9984066117927837 409.29852058073567 4918
2.3664677357255783 1.3402440452464985 1.5380587358128106 0.5663479053668858 494.81813277203264 4768
2.9680084161278724 1.5641670213398386 1.8568961224565457 0.5270089575353983 429.3643286103136 4095
1.4242994003569547 1.0812799599205798 1.0783060321148006 0.7591661975351474 352.0166302477328 4992
2.8548096576638495 2.7345004039730547 2.4322121241149013 0.9578573466823541 249.24834454489874 4882
2.6038690818194796 1.6532934936867412 1.79703863311971 0.6349372574950987 154.81701839363015 4920
2.9312008732039594 1.4111561971089182 1.7475406819571322 0.48142596094632334 215.56214411444867 4453
2.402353744673743 1.2748507581245327 1.508530952753053 0.5306673760893889 478.88131137169836 4617
2.843791009091088 2.7749159424744296 2.4454637470853244 0.9757805456179878 465.63042544426787 4752
2.4138736972255526 1.765768539370083 1.7929210596982998 0.7315082563763027 457.5564424335451 4624
2.9116859739757066 2.2817112692179853 2.2405406331914373 0.7836392006595635 405.07277028868674 4819
2.3071154417487576 1.014476129485328 1.3101392242631236 0.43971624095080863 127.0314909585949 4206
2.894908393083696 1.8402898574130515 1.9991482516804269 0.6356988227364078 332.18684913111633 4863
1.5884628764338542 1.0316647938707713 1.1092895381748595 0.6494736573176259 227.89995773712428 4424
2.8080370866253386 2.2639839294284645 2.1924489941510568 0.8062514345739251 17.92500672234726 4674
1.7763825387096064 1.4906011506206862 1.415498375750695 0.8391217083812834 155.027719418657 4919
2.5034710873680193 2.3260447443983416 2.1004660579690695 0.9291278641623093 378.4623957554402 4845
2.9468109893595407 2.645962626785578 2.4301671378602325 0.8979071397316362 378.5199406456098 4471
2.6781143719320655 2.3137736440725822 2.165893146634391 0.8639562478443974 165.8043671461618 4994
2.024375392763587 1.3988942374754842 1.460015064993974 0.6910251144506238 477.82568495298574 4643
2.8888926347263753 1.6248637664007184 1.8707742783545371 0.5624521129199456 76.53571683097226 4783
2.976675021546056 1.5578580628133194 1.8554492100121207 0.5233551031056737 301.2578209858609 4827
1.8398542608317547 1.6190943446938286 1.5019121320194468 0.880012280952011 173.9632884963142 4498
2.9596688132459255 2.009037176876131 2.1149007631096 0.6788047256790132 44.29311089257521 4710
2.4970196896100756 1.881168385640772 1.883002515905249 0.7533654594187551 126.69464888778404 4300
2.964719259618642 2.6331031986753293 2.4314595509183676 0.8881458809742515 291.44556561596823 4912
2.7767428814301027 2.706737670176502 2.3865901237792975 0.9747887311706922 92.66069104640806 4946
2.288388276865409 1.7654545022455383 1.7468610690756856 0.7714838080991328 357.0900238994837 4902
1.5594238378549345 1.3491266997494162 1.2620449422636704 0.8651443353624807 397.6989996078026 4847
2.083296483632705 1.248307502087734 1.3948031587207137 0.5991981995337619 181.79733005008092 4136
2.662957966497511 1.9266876009860934 1.9667517197544788 0.7235140866756502 68.8618755893886 4736
2.514645298375436 1.9058395384064555 1.9021460478001135 0.7578959703134696 105.76271666782428 4544
1.7813255534356391 1.6511865816032862 1.4927987162568452 0.9269426233843925 421.03130218651097 4677
2.3075384475780627 2.112332615114223 1.92160814249854 0.9154051657649634 485.2103242277277 4306
2.8873271716770033 1.3599780840206084 1.701351504974302 0.47101627323747747 179.8020304743327 4985
1.699014762496669 1.6440463625555155 1.4549158137459315 0.967646896804841 227.8207784389208 4526
1.743597732515151 1.3727574087533374 1.3449144701508513 0.7873131417607007 154.06790630885482 4808
2.596914632491927 1.0393707073456382 1.4015393537693985 0.40023291268080186 158.58002196948868 4826
2.981565494880668 2.576895249491084 2.4117581933897903 0.8642759160969631 15.090280954043244 4093
2.9403165062926995 1.4603623725413504 1.7824152697919973 0.4966684264826474 294.23857434224647 4698
2.3896308892605687 1.6833457890157075 1.7406846981134152 0.7044375751003916 234.9894374902686 4556
2.9973469694469776 2.992723301250329 2.607328592081894 0.9984574130910504 90.77829491603696 4157
2.170902407883805 1.253939623025037 1.4256799657143129 0.5776121572629224 395.2363959212762 4453
2.6069790125579706 1.5655293861162545 1.747430096680523 0.6005147638607782 413.9451549960413 4951
2.887858112874448 1.580460785888629 1.8432613364789017 0.5472778523441747 225.222491694203 4636
2.5832792971726297 1.784492405871079 1.8627717992258697 0.6907857032045223 414.4217935698097 4964
2.2366980060027233 1.4143839580052722 1.5403538094445137 0.6323535650362403 264.7869857085005 4758
2.805032193433446 1.1651224687526638 1.544628953930407 0.4153686618927956 463.7803552397116 4445
2.693679347539144 2.6246926123156706 2.3147221400158275 0.974389403368854 154.1350162637078 4958
2.3629339871995096 2.0345593849234485 1.9077090372263368 0.861030987723342 251.33952267145332 4752
2.5681630809634366 1.145213883492465 1.4694395133019567 0.44592724347662627 338.0882705307155 4997
1.9755602075610403 1.0690469877259132 1.2534470267881148 0.5411361211034527 495.87687975608344 4822
2.7334203562689514 1.2593072919005193 1.59165503731252 0.4607075121147636 36.095262776618675 4739
2.250446972435461 1.7550459432207286 1.727440791483724 0.7798654954848354 427.00060876584644 4691
2.324967251845032 2.0590234187229823 1.9040263375112823 0.885613944492765 429.0729726924156 4133
2.1401423121607195 1.8876801181525922 1.7490755537224751 0.8820348569468552 125.95108545967715 4157
2.8842527417279866 1.3075424478552677 1.664997000564739 0.45333837390127785 36.00041922988856 4826
2.7007672932429165 2.5723761518395714 2.2944524773518413 0.9524612350999034 261.2364392462581 4386
1.7025319069839027 1.1536686110333874 1.2154806880891393 0.6776193775288202 224.3795973157156 4742
1.7873301144941511 1.239122948775861 1.291233292816042 0.6932815257390528 251.83247886072613 4740
2.922051418536246 2.5422388815909023 2.3715690473103903 0.8700185306336585 30.65265198955719 4812
2.51493309005536 1.4758146986029255 1.6654212571114901 0.5868206611295727 326.12890450220874 4925
2.838431344716637 2.035963067667698 2.0870114914722366 0.717284591525306 455.4395127177001 4989
1.8659986212020225 1.0120489897161062 1.1853541313190998 0.5423632033898147 351.03211722731066 4737
2.053557985179979 1.0928908059127829 1.291475322344376 0.5321937894132555 457.5998645624725 4955
2.873832460433115 1.645549777849586 1.8786577446248809 0.5725976724480262 371.4094783982627 4984
2.1226676271396125 1.0619052073649287 1.2917260291443478 0.5002691866535376 455.48015684018833 4832
2.993712613054513 1.6973498826923266 1.946859655246629 0.5669715507396366 145.39584430791768 4544
2.5153932207512137 1.6752702505686623 1.7797454863677737 0.6660073012633582 123.49676911045322 4671
2.4672658821960614 1.7637806585213112 1.8109512396562282 0.7148725523458409 432.1978578384654 4300
2.3643645273889122 1.8452091936606163 1.815550790646609 0.7804250031184381 427.63706474993734 4998
2.157017249751905 1.1232439239456022 1.3409572510467898 0.5207394257393143 362.932232190008 4899
2.058511700328501 1.3472110855035897 1.4432831240240567 0.6544587943263083 117.92332070770672 4676
2.0117484427599686 1.2049065470037756 1.3465898182511262 0.5989349967388238 366.19514581880196 4457
2.8775468087371374 1.0854100257861665 1.5037161602951763 0.3771997809003559 416.7274524834296 4264
2.793305347402693 1.7705359388185573 1.9260510284486085 0.6338497652842929 466.57366824777586 4969
2.299506216216903 1.594632835479443 1.6614791024153217 0.6934675036899434 361.01182635158744 4910
2.4852596133031613 2.3341427083285424 2.0965289510182017 0.9391947206779862 257.5018302018381 4563
2.551425412827948 1.1840549324636984 1.4915009893768154 0.46407585599428364 330.77922302488736 4495
2.488571740915458 2.1219834949892498 1.9992387192471617 0.8526913088744817 290.67147044426804 4849
2.293098927802209 1.3955379475244083 1.5478379276433145 0.6085816580368574 134.69335603896675 4526
2.4885725366999107 2.3229213741159285 2.092834569509587 0.9334352685561451 102.9920432929085 4667
2.1889190217091308 1.5284329325515424 1.587226526059228 0.6982592400143365 178.92975771880725 4895
2.086857086370068 1.8279506025310441 1.6995432139855875 0.8759347319325194 365.3968764725419 4362
